103.196.88.0/21       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS63614       QISHANGONLINE A4, 5th Floor, Tower C, Triumph Plaza, Unit A, No 143, CN
103.202.92.0/22       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.96.0/22       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.100.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.104.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.108.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.112.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.120.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.124.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.128.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.132.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.136.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.140.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.202.144.0/22      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.204.72.0/22       AS132168      ESUNHK-AS-AP ESUN TECHNOLOGY INTERNATIONAL CO., LIMITED, HK
                      AS4837        CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN
103.209.100.0/24      AS63916       IPTELECOM-AS-AP IPTELECOM Global, HK
                      AS55799       IPTELECOM-AP IPTELECOM ASIA, MY
103.212.4.0/22        AS58519       CHINATELECOM-CTCLOUD Cloud Computing Corporation, CN
                      AS133118      UNICOM-CN China Unicom IP network, CN
103.214.228.0/24      AS200077      CCNTT-200077, FR
                      AS53550       AS53550, US
103.215.124.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.219.28.0/22       AS58461       CT-HANGZHOU-IDC No.288,Fu-chun Road, CN
                      AS56041       CMNET-ZHEJIANG-AP China Mobile communications corporation, CN
103.219.32.0/22       AS58461       CT-HANGZHOU-IDC No.288,Fu-chun Road, CN
                      AS56041       CMNET-ZHEJIANG-AP China Mobile communications corporation, CN
103.219.36.0/22       AS58461       CT-HANGZHOU-IDC No.288,Fu-chun Road, CN
                      AS56041       CMNET-ZHEJIANG-AP China Mobile communications corporation, CN
103.219.62.0/24       AS55707       SIMTRONIC-AS-AP Simtronic, AU
                      AS133023      VIRTUALPLATFORM-AS-AP Virtualplatform, AU
103.219.64.0/24       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.219.65.0/24       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.220.52.0/22       AS58466       CT-GUANGZHOU-IDC CHINANET Guangdong province network, CN
                      AS17816       CHINA169-GZ China Unicom IP network China169 Guangdong province, CN
103.221.94.0/24       AS24373       ADC-AS-AP ADC GROUP CO.,LIMITED, HK
                      AS13444       TRS-GL-01, US
103.227.76.0/22       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.227.80.0/22       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.229.8.0/24        AS16509       AMAZON-02, US
                      AS27281       QUANTCAST, US
103.229.9.0/24        AS16509       AMAZON-02, US
                      AS27281       QUANTCAST, US
103.229.10.0/24       AS16509       AMAZON-02, US
                      AS27281       QUANTCAST, US
103.231.64.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.234.20.0/22       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.234.128.0/24      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS9929        CUII CHINA UNICOM Industrial Internet Backbone, CN
103.234.129.0/24      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS9929        CUII CHINA UNICOM Industrial Internet Backbone, CN
103.235.19.0/24       AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.235.220.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.224.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.228.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.232.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.236.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.244.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.248.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.235.252.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.237.8.0/22        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.237.101.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.237.103.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.239.100.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.239.101.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.239.102.0/24      AS137451      TELECOM-AS-AP Hong Kong Business Telecom Limited, HK
                      AS64021       NETWORK-TRANSIT Network-Transit, CN
103.240.205.0/24      AS8           RICE-AS, US
                      AS45916       GTPL-AS-AP Gujarat Telelink Pvt Ltd, IN
103.240.244.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.241.84.0/24       AS134433      REDSHIELD-AS-AP REDSHIELD SECURITY LIMITED, NZ
                      AS36351       SOFTLAYER, US
103.242.172.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.243.252.0/23      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.243.254.0/23      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
103.244.59.0/24       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.244.80.0/22       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.244.232.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
103.244.236.0/22      AS198198      TGS Telefonica Global Solutions TGS, ES
                      AS12956       TELXIUS TELXIUS Cable, ES
103.249.16.0/24       AS132763      HMEL-AS-IN HPCL-Mittal Energy Ltd., IN
                      AS64512       -Private Use AS-, ZZ
103.249.17.0/24       AS132763      HMEL-AS-IN HPCL-Mittal Energy Ltd., IN
                      AS64512       -Private Use AS-, ZZ
103.249.252.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
104.76.196.0/24       AS45758       TTBP-AS-AP Triple T Broadband Public Company Limited, TH
                      AS45629       JASTEL-NETWORK-TH-AP JasTel Network International Gateway, TH
104.153.40.0/22       AS11776       ATLANTICBB-JOHNSTOWN, US
                      AS27262       TVCCONNECT-AS, US
104.234.158.0/24      AS209242      CLOUDFLARESPECTRUM Cloudflare, Inc., US
                      AS834         IPXO, US
104.234.235.0/24      AS207279      MARKAHOST-TELEKOMUNIKASYON-LIMITED-SIRKETI MARKAHOST, TR
                      AS834         IPXO, US
106.3.128.0/21        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.3.136.0/21        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.3.152.0/21        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.75.0.0/19         AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.75.32.0/19        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.75.64.0/19        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.75.96.0/19        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
106.75.208.0/20       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
107.0.146.0/24        AS33651       CMCS, US
                      AS33667       CMCS, US
108.60.128.0/19       AS29838       AMC, US
                      AS33597       ATLANTIC-METRO-COMMUNICATIONS-II-INC, US
108.165.101.0/24      AS207279      MARKAHOST-TELEKOMUNIKASYON-LIMITED-SIRKETI MARKAHOST, TR
                      AS23470       RELIABLESITE, US
108.179.64.0/18       AS174         COGENT-174, US
                      AS12663       VODAFONE-GROUP, IT
109.71.76.0/24        AS39602       TCG-AS Transit: EXN, GB
                      AS209609      THE-CENT-RE-GROUP-LIMITED, GB
109.207.48.0/20       AS58321       OXYLION-AS, PL
                      AS196903      RONUS-AS, PL
109.233.204.0/24      AS42002       DIXTELECOM, RU
                      AS57018       INLINETEL, RU
109.239.48.0/20       AS8972        GD-EMEA-DC-SXB1, DE
                      AS34011       GD-EMEA-DC-CGN1, DE
110.43.128.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
110.43.136.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
110.43.144.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
110.43.152.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
110.43.160.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS133119      UNICOM-CN China Unicom IP network, CN
110.43.168.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS133119      UNICOM-CN China Unicom IP network, CN
110.43.176.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS133119      UNICOM-CN China Unicom IP network, CN
110.96.0.0/16         AS9394        CTTNET China TieTong Telecommunications Corporation, CN
                      AS24138       CTTNET China TieTong Telecommunications Corporation, CN
110.164.0.0/16        AS45758       TTBP-AS-AP Triple T Broadband Public Company Limited, TH
                      AS45629       JASTEL-NETWORK-TH-AP JasTel Network International Gateway, TH
110.164.21.0/24       AS45758       TTBP-AS-AP Triple T Broadband Public Company Limited, TH
                      AS45629       JASTEL-NETWORK-TH-AP JasTel Network International Gateway, TH
110.164.28.0/24       AS45758       TTBP-AS-AP Triple T Broadband Public Company Limited, TH
                      AS45629       JASTEL-NETWORK-TH-AP JasTel Network International Gateway, TH
110.172.213.0/24      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
111.95.244.0/23       AS55794       LYNX-AS-AP PT Lynx Mitra Asia, ID
                      AS7632        LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN, ID
111.95.244.0/24       AS55794       LYNX-AS-AP PT Lynx Mitra Asia, ID
                      AS7632        LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN, ID
111.95.245.0/24       AS55794       LYNX-AS-AP PT Lynx Mitra Asia, ID
                      AS7632        LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN, ID
111.95.246.0/23       AS55794       LYNX-AS-AP PT Lynx Mitra Asia, ID
                      AS7632        LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN, ID
111.95.247.0/24       AS55794       LYNX-AS-AP PT Lynx Mitra Asia, ID
                      AS7632        LINKNET-EXCHANGE-AS-ID Linknet-Exchange ASN, ID
111.132.0.0/16        AS9394        CTTNET China TieTong Telecommunications Corporation, CN
                      AS24138       CTTNET China TieTong Telecommunications Corporation, CN
111.235.174.0/24      AS58448       AP-CONAC-AS-AP CONAC China Organizational Name Administration Center, CN
                      AS58811       AP-CONAC-AS-AP CONAC China Organizational Name Administration Center, CN
112.133.205.0/24      AS135750      REL-AS Railtel Enterprise Limited, IN
                      AS24186       RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
112.133.230.0/24      AS135750      REL-AS Railtel Enterprise Limited, IN
                      AS24186       RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
113.21.234.0/24       AS131314      CBCCOM-AS-AP China Broadband Communications Hong Kong Company Limited, HK
                      AS134773      CHINANET-GUANGDONG-GUANGZHOU-MAN CHINANET Guangdong province Guangzhou MAN network, CN
113.21.237.0/24       AS131314      CBCCOM-AS-AP China Broadband Communications Hong Kong Company Limited, HK
                      AS4812        CHINANET-SH-AP China Telecom Group, CN
113.21.238.0/24       AS131314      CBCCOM-AS-AP China Broadband Communications Hong Kong Company Limited, HK
                      AS4812        CHINANET-SH-AP China Telecom Group, CN
113.31.96.0/20        AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
113.31.112.0/20       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
113.31.144.0/20       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
113.31.160.0/20       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
113.31.176.0/20       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS17621       CNCGROUP-SH China Unicom Shanghai network, CN
113.209.129.0/24      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
113.209.130.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.131.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.132.0/24      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
113.209.136.0/24      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
113.209.194.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.195.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.196.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.197.0/24      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS4847        CNIX-AP China Networks Inter-Exchange, CN
113.209.198.0/24      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
113.214.0.0/15        AS58461       CT-HANGZHOU-IDC No.288,Fu-chun Road, CN
                      AS24139       WASUHZ Huashu media&Network Limited, CN
114.67.224.0/19       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.112.96.0/22       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.112.100.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.112.104.0/22      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.112.168.0/21      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
                      AS59011       YLWL Beijing Yunlin Network Technology Co.,Ltd., CN
114.113.64.0/19       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.96.0/21       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.104.0/21      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.112.0/21      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.120.0/21      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.144.0/21      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.152.0/21      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.113.224.0/20      AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS63614       QISHANGONLINE A4, 5th Floor, Tower C, Triumph Plaza, Unit A, No 143, CN
114.115.128.0/18      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.115.224.0/19      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.116.64.0/19       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.116.96.0/19       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.116.128.0/19      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.116.160.0/19      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.116.192.0/19      AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.0.0/21        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.8.0/21        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.16.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.24.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.64.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.72.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.80.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.88.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.118.96.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
114.130.84.0/24       AS17806       MANGOTELESERVICE-AS-BD Tire-1 IP Transit Provider of Bangladesh, BD
                      AS132608      MTSL-ISP-AP Mango Teleservices Limited ISP, BD
114.130.86.0/24       AS17806       MANGOTELESERVICE-AS-BD Tire-1 IP Transit Provider of Bangladesh, BD
                      AS132608      MTSL-ISP-AP Mango Teleservices Limited ISP, BD
114.130.89.0/24       AS17806       MANGOTELESERVICE-AS-BD Tire-1 IP Transit Provider of Bangladesh, BD
                      AS132608      MTSL-ISP-AP Mango Teleservices Limited ISP, BD
115.27.0.0/16         AS24349       CNGI-BJ-IX3-AS-AP CERNET2 IX at Peking University, CN
                      AS4538        ERX-CERNET-BKB China Education and Research Network Center, CN
115.84.160.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.161.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.162.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.163.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.164.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.165.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.166.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.84.167.0/24       AS17574       SMGCC-AS-KR Seoul Metropolitan Government Computer Center, KR
                      AS17841       NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR
115.157.46.0/23       AS4538        ERX-CERNET-BKB China Education and Research Network Center, CN
                      AS24358       CNGI-WH-IX-AS-AP CERNET2 IX at Huazhong University of Science and Technology, CN
115.174.64.0/19       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS17623       CNCGROUP-SZ China Unicom Shenzen network, CN
116.63.32.0/19        AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.63.96.0/20        AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.63.112.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.63.120.0/21       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.63.128.0/18       AS58519       CHINATELECOM-CTCLOUD Cloud Computing Corporation, CN
                      AS134542      UNICOM-GUIAN China Unicom IP network, CN
116.63.192.0/18       AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.90.80.0/22        AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.90.84.0/22        AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.196.64.0/18       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.196.192.0/21      AS4811        CHINANET-SHANGHAI-MAN China Telecom Group, CN
                      AS138421      CU-CN-AS China Unicom, CN
116.198.0.0/18        AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.198.11.0/24       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.198.64.0/21       AS23724       CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.206.96.0/24       AS7018        ATT-INTERNET4, US
                      AS8100        ASN-QUADRANET-GLOBAL, US
116.206.99.0/24       AS7018        ATT-INTERNET4, US
                      AS8100        ASN-QUADRANET-GLOBAL, US
116.213.64.0/18       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
116.213.96.0/20       AS4847        CNIX-AP China Networks Inter-Exchange, CN
                      AS4808        CHINA169-BJ China Unicom Beijing Province Network, CN
